"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:Distances:2                      geom:spacecraft_heliocentric_distance:1","Attribute","spacecraft_heliocentric_distance","n/a","geom","The spacecraft_heliocentric_distance attribute provides the scalar distance between the spacecraft and the center of the Sun. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:spacecraft_to_central_body_distance:1","Attribute","spacecraft_to_central_body_distance","n/a","geom","The spacecraft_to_central_body_distance attribute provides the scalar distance between the spacecraft and the center of the central body (e.g., the center of Mars when opperating in the Mars system). ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:spacecraft_to_target_center_distance:1","Attribute","spacecraft_to_target_center_distance","n/a","geom","The spacecraft_to_target_center_distance attribute provides the scalar distance between the spacecraft and the center of the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:spacecraft_to_target_boresight_intercept_distance:1","Attribute","spacecraft_to_target_boresight_intercept_distance","n/a","geom","The spacecraft_to_target_boresight_intercept_distance attribute provides the scalar distance between the spacecraft and the boresight vector intercept point on the surface of the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:spacecraft_to_target_subspacecraft_distance:1","Attribute","spacecraft_to_target_subspacecraft_distance","n/a","geom","The spacecraft_to_target_subspacecraft_distance attribute provides the scalar distance between the spacecraft and the subspacecraft point on the surface of the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:target_geocentric_distance:1    ","Attribute","target_geocentric_distance","n/a","geom","The target_geocentric_distance attribute provides the scalar distance between the center of the target and the center of the Earth. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:target_heliocentric_distance:1  ","Attribute","target_heliocentric_distance","n/a","geom","The target_heliocentric_distance attribute provides the scalar distance between the center of the target and the center of the Sun. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances:2                      geom:target_ssb_distance:1           ","Attribute","target_ssb_distance","n/a","geom","The target_ssb_distance attribute provides the scalar distance between the center of the target and the Solar System Barycenter. ","geo","ASCII_Real","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Base:1","Class","Position_Vector_Cartesian_Base","1.0.0.0","geom","The Position_Vector_Cartesian_Base is a three dimensional, rectangular coordinates vector. Uses units of length. The included attributes are not sufficient to identify the endpoints of the vector. ","geo","","","","","","","","","","",""
"geom:Position_Vector_Cartesian_Base:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Base:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Base:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Extended_Base:1","Class","Position_Vector_Cartesian_Extended_Base","1.0.0.0","geom","The Position_Vector_Cartesian_Extended_Base is a three dimensional, rectangular coordinates vector. Uses units of length. The included attributes are not sufficient to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Position_Vector_Cartesian_Extended_Base:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
